Page ID,Page title,Page URL,Page Info URL,Page text,Redirects,Date created,Last edited date,Total edits,Recent edits,Recent authors
50716380,Last Parade,https://en.wikipedia.org/wiki/Last_Parade,https://en.wikipedia.org/w/index.php?title=Last_Parade&action=info,Last Parade may refer to:,1,4 June 2016, 29 December 2019,5,0,0
61056349,2019 Football West State Cup,https://en.wikipedia.org/wiki/2019_Football_West_State_Cup,https://en.wikipedia.org/w/index.php?title=2019_Football_West_State_Cup&action=info,"Western Australian soccer clubs competed in 2019 for the Football West State Cup, known for sponsorship reasons as the Belt Up State Cup. Clubs entered from the National Premier Leagues WA, the two divisions of the State League, a limited number of teams from various divisions of the 2019 Amateur League, Metropolitan League and Masters League competitions, and from regional teams from the South West and Great Southern regions.


This knockout competition was won by Floreat Athena, their seventh title.


The competition also served as the Western Australian Preliminary Rounds for the 2019 FFA Cup. The two finalists – Bayswater City and Floreat Athena – qualified for the final rounds, entering at the Round of 32.


A total of 56 teams took part in the competition, from Perth-based and regional-based competitions.


The 2019 State Cup Final was played on 20 July 2019, at the neutral venue of Dorrien Gardens.",0,16 June 2019, 30 May 2020,11,0,0
12438550,Château Malou,https://en.wikipedia.org/wiki/Ch%C3%A2teau_Malou,https://en.wikipedia.org/w/index.php?title=Château_Malou&action=info,"The Château Malou (Dutch: Maloukasteel) is a neoclassical building in the municipality of Woluwe-Saint-Lambert in Brussels, Belgium. The Château Malou is situated at an altitude of 52 metres (171 feet).


The château was built in 1776 in the neoclassical style by a wealthy merchant called Lambert de Lamberts. The current building replaced a small 17th-century hunting lodge.


One of the château's owners was the orangist minister Pierre van Gobbelschroy, until the end of the Dutch period in 1829. After Belgium gained its independence from The United Kingdom of Netherlands, the château changed owners and eventually passed to the Finance Minister of the new Belgian government, Jules Malou (1810–1886). Malou occupied the building from 1853 onwards and the building has retained his name ever since.


The château is now the property of the municipality of Woluwe-Saint-Lambert and is primarily used for cultural activities, exhibitions, etc.


The château is situated in the middle of Malou Park, overlooking the valley of the Woluwe stream. There is a formal lawn in front of the château, and beyond, there is a small lake with swans and ducks.


Coordinates: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}50°50′28.89″N 4°26′21.91″E﻿ / ﻿50.8413583°N 4.4394194°E﻿ / 50.8413583; 4.4394194",1,25 July 2007, 24 April 2021,60,0,0
16644888,STPS,https://en.wikipedia.org/wiki/STPS,https://en.wikipedia.org/w/index.php?title=STPS&action=info,STPS may refer to:,1,28 March 2008, 26 January 2019,8,0,0
23299628,Lexus V8,https://en.wikipedia.org/wiki/Lexus_V8,https://en.wikipedia.org/w/index.php?title=Lexus_V8&action=info,Lexus V8 may refer to:,0,21 June 2009, 29 December 2019,7,0,0
33288120,"Juan Cáceres (footballer, born 1949)","https://en.wikipedia.org/wiki/Juan_C%C3%A1ceres_(footballer,_born_1949)","https://en.wikipedia.org/w/index.php?title=Juan_Cáceres_(footballer,_born_1949)&action=info","Juan José Cáceres Palomares (born 27 December 1949) is a Peruvian football goalkeeper who played for Peru in the 1978 FIFA World Cup. He also played for Alianza Lima.





This biographical article related to a football goalkeeper from Peru is a stub. You can help Wikipedia by expanding it.",1,3 October 2011, 25 January 2021,20,0,0
33367890,Knightmare (Camelot),https://en.wikipedia.org/wiki/Knightmare_(Camelot),https://en.wikipedia.org/w/index.php?title=Knightmare_(Camelot)&action=info,"Knightmare was a custom roller coaster at the now defunct Camelot Theme Park in Chorley, Lancashire, United Kingdom. It was built by Zierer, and designed by Anton Schwarzkopf.


It was originally built in 1987 for a theme park in Kobe, Japan called Portopialand (now defunct) under the name BMRX'/'Bavarian Mountain Railroad, and was a dark indoor ride with a huge mountain themed structure surrounding it. After Portopialand closed in March 2006, the roller coaster was acquired by Camelot theme park and was dismantled and shipped to the United Kingdom. It cost the park £3 million to build the roller coaster. 


The track and trains arrived at Camelot at the end of 2006, without the mountain structure that initially enclosed it. At the beginning of 2007, the reconstruction began, with the ride finally opening to the public in the summer of 2007, as Knightmare. The coaster originally featured five different coloured trains. When relaunched at Camelot, the park refurbished three of the five trains. 


Some of the steam train theming was removed (such as the funnel and headlights) from the front of the trains. The three trains were painted differently with one being partly maroon, one partly purple and the other partly green. The other two trains were placed in storage at the park. Each train had a capacity of 14 persons, and the ride had a minimum height restriction of 1.3 metres (4 ft 3 in).


The ride takes the train up a semi spiral chain lift to its tallest point at 87 feet, then drops the train into an overbanked turn. The ride then takes passengers through various sharp turns, multiple helixes and a near-vertical bend (nicknamed ""the psycho drop"") halfway through where they experience almost 5G, reaching speeds of about 40 mph.


The ride was over a half mile long, and lasted just under two minutes. Knightmare was arguably one of the most intense rollercoasters in the United Kingdom, and at the time of opening had the highest g-force of any roller coaster in the United Kingdom.


It was located in the Land of the Brave area of the park, situated on the former sites of Camelot's long defunct flagship roller coasters (The Tower of Terror and The Gauntlet); it was also next to the site of the ride Excalibur 2. Knightmare is one of only three of its kind in the world, Jetline at Gröna Lund (clone) and Lisebergbanan at Liseberg (custom layout). 


After having trouble with low visitor numbers, The Story Group and Knights Leisure Limited announced that they were permanently closing Camelot Theme Park in November 2012, after twenty nine years. The rollercoaster remained SBNO (standing but not operating) within the abandoned park since 2012 until 2020. 


In recent years, there were incidents regarding safety concerns of urban explorers climbing 80 ft to the top of the rollercoaster's lift hill, gaining much national media attention.


In February 2020, it was seen that Knightmare had begun being dismantled. It was hoped that the ride was being removed to be refurbished and relocated, however on closer inspection, it is clear that the coaster was being torn to the ground by demolition company, ‘Squibb’.


Up until that point, it was hoped that the coaster could be rescued and refurbished by another park, however due to the effects of being left SBNO for nearly eight years, the coaster was likely beyond repair, and would be far too expensive to get it operating again.


In March 2015, internet rumours circulated throughout many rollercoaster forums that Southport Pleasureland were targeting the Knightmare rollercoaster as a new addition to the park, though Pleasureland owner Norman Wallis was very vague in addressing these rumours.


In May 2017, the Blackpool Gazette reported the first public sighting of a Knightmare rollercoaster train since Camelot's closure, in which the train slipped off the back of a lorry transporting it and fell onto the middle of a road in Thornton, there were no injuries in the incident. The condition of the train itself is still unknown.


In August 2017, Southport Pleasureland denied all rumours of their involvement with Knightmare, despite photographic evidence of the Knightmare trains being seen in park storage, stating in their response to a theme park news website in the United Kingdom, Ride Rater, that ""we don't have it"".",1,10 October 2011, 1 July 2021,62,0,0
16487754,Bürgertheater,https://en.wikipedia.org/wiki/B%C3%BCrgertheater,https://en.wikipedia.org/w/index.php?title=Bürgertheater&action=info,"The Bürgertheater was a theatre in Vienna.


The Wiener Bürgertheater was erected in 1905 in the Third District (3 Bezirk), at Vordere Zollamtsstraße 13. It was designed by the architects Franz von Krauss and Josef Tölk. The official opening took place on December 7, 1905, with the performance of Der alte Herr (The Old Man), by Beatrice Dvorsky with the mayor of Vienna, Karl Lueger, attending.


The first director was actor and author Oskar Fronz, who managed the theatre until his death in 1925. The venue was unsuccessful in its early years until Fronz adapted the Bürgertheater for operetta performances in 1910 and Edmund Eysler became the house composer. From 1926, Revue-operettas were common, particularly those featuring Karl Farkas and his partner, Fritz Grünbaum. The theatre closed in the early years of World War II, but reopened under the direction of Robert Valberg in 1942.


In September 1945, Franz Stoss was named director, and the Bürgertheater became a satellite theatre of the Theater in der Josefstadt. In 1953, Stoss was followed by Harald Röbbeling who renamed the Bürgertheater Broadwaybühne (Broadway-stage) in an attempt to give it a new direction.  This was unsuccessful causing huge financial losses that forced the theatre to close. The building was subsequently used for, among other purposes, the transmission hub for the American occupying force and a sales exhibition which was previously housed at the Vienna Stock Exchange.


During the 1959-61 great death of the theatres in Vienna - in which the Wiener Stadttheater (in Laudongasse) and the ""Scala"", the former Johann Strauss Theater, were also affected - the Bürgertheater was demolished in 1960. The headquarters of a Viennese bank, Zentralsparkasse der Gemeinde Wien, was erected on the site, with a bridge over the adjoining slip road, designed by Arthur Perotti and Anton Potyka.


Most of the information in this article is taken from the German Wikipedia article.",1,22 March 2008, 22 April 2021,40,0,0
17629736,Nathaniel Reed (outlaw),https://en.wikipedia.org/wiki/Nathaniel_Reed_(outlaw),https://en.wikipedia.org/w/index.php?title=Nathaniel_Reed_(outlaw)&action=info,"Nathaniel ""Texas Jack"" Reed (March 23, 1862 – January 7, 1950) was a 19th-century American outlaw responsible for many stagecoach, bank, and train robberies throughout the American Southwest during the 1880s and '90s. He acted on his own and also led a bandit gang, operating particularly in the Rocky Mountains and Indian Territory.


Reed is claimed to have been the last survivor of the ""47 most notorious outlaws"" of Indian Territory. He became an evangelist in his later years, and could often be seen on the streets of Tulsa preaching against the dangers of following a ""life of crime"". His memoirs were published in the 1930s, and are considered valuable collectors' items (one copy was reportedly sold on the internet for $1,500 in 2007). He claimed to have ridden with the Dalton gang, Bill Doolin, Henry Starr and other outlaws and bandits of the old west. He may have also helped Cherokee Bill, a fellow outlaw from the Indian Territory, in his escape from Fort Smith during the 1880s.


As with many others of the era, Reed's colorful stories of his almost 10-year career as an outlaw were probably exaggerated by later writers. He claimed to have ridden briefly with the Daltons, and participated in their dual bank robberies in Coffeyville in 1892, as well as in the infamous 1893 gunfight at Ingalls. However, there is no corroborating evidence that he was involved in either of those events.


Reed was born in Madison County, Arkansas. His father, Mason Henry Reed, was killed in action fighting for the Union Army during the American Civil War, probably at the Battle of Campbell's Station on November 16, 1863. His mother was Sarah Elizabeth Prater. Reed lived with a number of relatives, including his maternal grandparents, until 1883 when, at the age of 21, he moved to the American frontier. He worked at various jobs in Idaho, Wyoming, Colorado, Texas until he reached Oklahoma, where he became a ranch hand for the Tarry outfit.


During the summer of 1885, his foreman recruited him to rob a train at La Junta, Colorado. In the course of the robbery, Reed entered the passenger car firing his pistol to keep the passengers under control. He later received $6,000 for his part in the hold up. Encouraged by this success, Reed gave up working as a cowboy and became an outlaw. During the next nine years he and his gang robbed trains, stagecoaches, banks and, on one occasion, captured a large shipment of bullion in California.


During the early 1890s, when he was living near Muskogee, Oklahoma, Reed learned that a gold shipment was leaving Dallas, Texas on November 13, 1894. He recruited Buz Luckey, William ""Will"" Smith and Tom Root, and selected Blackstone Switch at Wybark as the site for the robbery. The plan was for Reed to throw the switch as the train approached then, as it entered onto a sidetrack, the gang would use dynamite to enter the express car. Root, a full-blooded Cherokee known for his size and strength, would enter the express car, break open the strong boxes, and bring out the gold. Smith would hold a gun on the engineer and fireman while Luckey stayed with the horses.


Despite their practice staged-robbery the previous day, as the Katy No. 2 approached, Reed threw the switch too early. Engineer Joseph Hotchkiss stopped the train when he saw the signal light change, far short of the siding. Reed and the others were forced to run towards the train yelling and shooting. Hotchkiss and the fireman alerted the messengers using the bell cord connected to the car and jumped off the train to hide in a small ravine nearby.


The railroad company had anticipated the possibility of a robbery, and had moved the gold to another train, putting in its place several armed messengers to guard the express car including Bud Ledbetter, Paden Tolbert, Sid Johnson, Frank Jones. When Reed and the others approached the express car, he called for the messengers to leave the car. When they refused, Reed and Root took cover behind some trees and began shooting into the car. The messengers returned fire, resulting in a gunfight that lasted for nearly an hour. Eventually one of Reed's men was killed; Reed jumped onto the train and went through the passenger cars forcing passengers to put their valuables into a sack before he and his gang fled.


As they rode away, Reed was shot by Bud Ledbetter; the pain from his wound grew so severe that his partners were forced to leave him behind for the night. He gave them some of his loot, and kept the rest of it in a sack to use as a pillow. He lay on a blanket hiding under a rock ledge until he was found by an Indian woman, who nursed him back to health.


The American Express Company offered a reward of $250 for the arrest and conviction of each member of the gang. An extensive manhunt was conducted by U.S. Marshals George Crump and S. Morton Rutherford, and large groups of deputies were sent into the Indian Territory and Creek Nation. While burning the canebrakes in the Verdigris bottoms, one deputy found the burnt remains of Reed's saddle and threatened to destroy the crops of local residents if they did not turn over Reed and his men. This was considered a legal act, authorized by ""The Hanging Judge"" Isaac Parker himself, but no one came forward with information. Reed was warned of the search and decided to leave the territory as soon as he was able. He arrived in Seneca, Missouri on December 9, where Bill Lawrence took care of him.


Once fully recovered from his wounds Reed returned to Arkansas in February 1895, where he stayed with his brother in Madison County. Having decided to retire from a life of crime, he wrote to Judge Isaac Parker, agreeing to testify against the man who planned the robbery in exchange for probation, although he did not participate in the proceedings. Smith managed to disappear, but U.S. Marshal Newton LaForce was successful in tracking down Luckey and Root to the latter's home in Broken Arrow, 15 miles south of Tulsa, Oklahoma. The two fugitives were subsequently killed in a gunfight with LaForce and his men on December 4, 1894.


Despite Parker's promise of immunity, Reed was convicted and sentenced to serve five years in prison. However, he served less than one, as shortly before his own death Parker granted Reed his parole, in November 1896. Reed subsequently carried his signed parole from Judge Parker around with him, along with a letter signed by Ledbetter acknowledging that Ledbetter had shot him.


After his release Reed became an evangelist, preaching the rewards of living a respectable, law-abiding life. He also toured the country with a series of Wild West shows. His memoirs, The Life of Texas Jack, were published in 1936, and 35,000 copies of several published pamphlets and dime novels describing his life as an outlaw were sold before his death at home in Tulsa, Oklahoma, at the age of 87.[citation needed] He was buried in St. Paul, Arkansas.",2,27 May 2008, 24 November 2020,123,0,0
26347918,Wallengrenia egeremet,https://en.wikipedia.org/wiki/Wallengrenia_egeremet,https://en.wikipedia.org/w/index.php?title=Wallengrenia_egeremet&action=info,"Wallengrenia egeremet, the northern broken dash , is a butterfly of the family Hesperiidae. It is found in North America from southern Maine and southern Ontario, west across the Great Lakes states to southeastern North Dakota, south to central Florida, the Gulf Coast and south-eastern Texas.


The wingspan is 25–39 mm. Adults are on wing from June to August in one generation in most of the range. There are two generations with adults on wing from May to October in the deep south and eastern Texas.


The larvae feed on various Panicum species, including Panicum clandestinum and Panicum dichotomum. Adults feed on the nectar from various flowers, but they prefer white, pink or purple flowers, including dogbane, red clover, New Jersey tea and sweet pepperbush.





This Hesperiini-related article is a stub. You can help Wikipedia by expanding it.",7,26 February 2010, 17 February 2021,15,0,0
40028810,Presbyterian Church in Korea (JungRip),https://en.wikipedia.org/wiki/Presbyterian_Church_in_Korea_(JungRip),https://en.wikipedia.org/w/index.php?title=Presbyterian_Church_in_Korea_(JungRip)&action=info,"The Presbyterian Church in Korea (JungRip) traces its origin to the mainline and non-mainline division of Presbyterian Church in Korea (HapDong). Later some Presbyterian Church in Korea (TongHap) pastors and hapDong pastors gathered under the motto of ""Return to the early church and aim at one Gospel church"". After a prayer meeting they formed the JungRip church in 1981. Some members formed the PyungYang seminary later renamed as the Seoul Westminster Seminary. The church teaches the verbal inspiration of the Bible. It subscribes the Apostles Creed and Westminster Confession. In 2004 there were 75,007 members and 451 congregations and 454 ordained ministers. The denomination had 13 Presbyteries and a General Assembly.",0,21 July 2013, 14 January 2019,7,0,0
43928353,List of Mozambican records in swimming,https://en.wikipedia.org/wiki/List_of_Mozambican_records_in_swimming,https://en.wikipedia.org/w/index.php?title=List_of_Mozambican_records_in_swimming&action=info,"The Mozambican records in swimming are the fastest ever performances of swimmers from Mozambique, which are recognised and ratified by the Federação Moçambicana de Natação (FMN).


All records were set in finals unless noted otherwise.",0,23 September 2014, 2 January 2021,77,0,0
598445,UNIX System V,https://en.wikipedia.org/wiki/UNIX_System_V,https://en.wikipedia.org/w/index.php?title=UNIX_System_V&action=info,"Unix System V (pronounced: ""System Five"") is one of the first commercial versions of the Unix operating system. It was originally developed by AT&T and first released in 1983. Four major versions of System V were released, numbered 1, 2, 3, and 4. System V Release 4 (SVR4) was commercially the most successful version, being the result of an effort, marketed as Unix System Unification, which solicited the collaboration of the major Unix vendors. It was the source of several common commercial Unix features. System V is sometimes abbreviated to SysV.


As of 2021[update], the AT&T-derived Unix market is divided between four System V variants: IBM's AIX, Hewlett Packard Enterprise's HP-UX and Oracle's Solaris, plus the free-software illumos forked from OpenSolaris.


System V was the successor to 1982's UNIX System III. While AT&T developed and sold hardware that ran System V, most customers ran a version from a reseller, based on AT&T's reference implementation. A standards document called the System V Interface Definition outlined the default features and behavior of implementations.


During the formative years of AT&T's computer business, the division went through several phases of System V software groups, beginning with the Unix Support Group (USG), followed by Unix System Development Laboratory (USDL), followed by AT&T Information Systems (ATTIS), and finally Unix System Laboratories (USL).


In the 1980s and early-1990s, UNIX System V and the Berkeley Software Distribution (BSD) were the two major versions of UNIX. Historically, BSD was also commonly called ""BSD Unix"" or ""Berkeley Unix"". Eric S. Raymond summarizes the longstanding relationship and rivalry between System V and BSD during the early period:


In fact, for years after divestiture the Unix community was preoccupied with the first phase of the Unix wars – an internal dispute, the rivalry between System V Unix and BSD Unix. The dispute had several levels, some technical (sockets vs. streams, BSD tty vs. System V termio) and some cultural. The divide was roughly between longhairs and shorthairs; programmers and technical people tended to line up with Berkeley and BSD, more business-oriented types with AT&T and System V.

While HP, IBM and others chose System V as the basis for their Unix offerings, other vendors such as Sun Microsystems and DEC extended BSD. Throughout its development, though, System V was infused with features from BSD, while BSD variants such as DEC's Ultrix received System V features. AT&T and Sun Microsystems worked together to merge System V with BSD-based SunOS to produce Solaris, one of the primary System V descendants still in use today[when?]. Since the early 1990s, due to standardization efforts such as POSIX and the success of Linux, the division between System V and BSD has become less important.


System V, known inside Bell Labs as Unix 5.0, succeeded AT&T's previous commercial Unix called System III in January, 1983.
Unix 4.0 was never released externally, which would have been designated as System IV.
This first release of System V (called System V.0, System V Release 1, or SVR1) was developed by AT&T's UNIX Support Group (USG) and based on the Bell Labs internal USG UNIX 5.0.


System V also included features such as the vi editor and curses from 4.1 BSD, developed at the University of California, Berkeley; it also improved performance by adding buffer and inode caches. It also added support for inter-process communication using messages, semaphores, and shared memory, developed earlier for the Bell-internal CB UNIX.


SVR1 ran on DEC PDP-11 and VAX minicomputers.


AT&T's UNIX Support Group (USG) transformed into the UNIX System Development Laboratory (USDL), which released System V Release 2 in 1984. SVR2 added shell functions and the SVID. SVR2.4 added demand paging, copy-on-write, shared memory, and record and file locking.


The concept of the ""porting base"" was formalized, and the DEC VAX-11/780 was chosen for this release. The ""porting base"" is the so-called original version of a release, from which all porting efforts for other machines emanate.


Educational source licenses for SVR2 were offered by AT&T for US$800 for the first CPU, and $400 for each additional CPU. A commercial source license was offered for $43,000, with three months of support, and a $16,000 price per additional CPU.


Apple Computer's A/UX operating system was initially based on this release. SCO XENIX also used SVR2 as its basis. The first release of HP-UX was also an SVR2 derivative.: 33 


Maurice J. Bach's book, The Design of the UNIX Operating System, is the definitive description of the SVR2 kernel.


AT&T's UNIX System Development Laboratory (USDL) was succeeded by AT&T Information Systems (ATTIS), which distributed UNIX System V, Release 3, in 1987. SVR3 included STREAMS, Remote File Sharing (RFS), the File System Switch (FSS) virtual file system mechanism, a restricted form of shared libraries, and the Transport Layer Interface (TLI) network API. The final version was Release 3.2 in 1988, which added binary compatibility to Xenix on Intel platforms (see Intel Binary Compatibility Standard).


User interface improvements included the ""layers"" windowing system for the DMD 5620 graphics terminal, and the SVR3.2 curses libraries that offered eight or more color pairs and other at this time important features (forms, panels, menus, etc.). The AT&T 3B2 became the official ""porting base.""


SCO UNIX was based upon SVR3.2, as was ISC 386/ix. Among the more obscure distributions of SVR3.2 for the 386 were ESIX 3.2 by Everex and ""System V, Release 3.2"" sold by Intel themselves; these two shipped ""plain vanilla"" AT&T's codebase.


IBM's AIX operating system is an SVR3 derivative.


System V Release 4.0 was announced on October 18, 1988 and was incorporated into a variety of commercial Unix products from early 1989 onwards.  A joint project of AT&T Unix System Laboratories and Sun Microsystems, it combined technology from:


New features included:


Many companies licensed SVR4 and bundled it with computer systems such as workstations and network servers. SVR4 systems vendors included Atari (Atari System V), Commodore (Amiga Unix), Data General (DG/UX), Fujitsu (UXP/DS), Hitachi (HI-UX), Hewlett-Packard (HP-UX), NCR (Unix/NS), NEC (EWS-UX, UP-UX, UX/4800, SUPER-UX), OKI (OKI System V), Pyramid Technology (DC/OSx), SGI (IRIX), Siemens (SINIX), Sony (NEWS-OS), Sumitomo Electric Industries (SEIUX), and Sun Microsystems (Solaris) with illumos in the 2010s as the only open-source platform.


Software porting houses also sold enhanced and supported Intel x86 versions. SVR4 software vendors included Dell (Dell UNIX), Everex (ESIX), Micro Station Technology (SVR4), Microport (SVR4), and UHC (SVR4).


The primary platforms for SVR4 were Intel x86 and SPARC; the SPARC version, called Solaris 2 (or, internally, SunOS 5.x), was developed by Sun. The relationship between Sun and AT&T was terminated after the release of SVR4, meaning that later versions of Solaris did not inherit features of later SVR4.x releases. Sun would in 2005 release most of the source code for Solaris 10 (SunOS 5.10) as the open-source OpenSolaris project, creating, with its forks, the only open-source (albeit heavily modified) System V implementation available. After Oracle took over Sun, Solaris was forked into proprietary release, but illumos as the continuation project is being developed in open-source.


A consortium of Intel-based resellers including Unisys, ICL, NCR Corporation, and Olivetti developed SVR4.0MP with multiprocessing capability (allowing system calls to be processed from any processor, but interrupt servicing only from a ""master"" processor).


Release 4.1 ES (Enhanced Security) added security features required for Orange Book B2 compliance and Access Control Lists and support for dynamic loading of kernel modules.


In 1992, AT&T USL engaged in a joint venture with Novell, called Univel. That year saw the release System V.4.2 as Univel UnixWare, featuring the Veritas File System. Other vendors included UHC and Consensys. Release 4.2MP, completed late 1993, added support for multiprocessing and it was released as UnixWare 2 in 1995.


Eric S. Raymond warned prospective buyers about SVR4.2 versions, as they often did not include on-line man pages. In his 1994 buyers guide, he attributes this change in policy to Unix System Laboratories.


The Santa Cruz Operation (SCO), owners of Xenix, eventually acquired the UnixWare trademark and the distribution rights to the System V Release 4.2 codebase from Novell, while other vendors (Sun, IBM, HP) continued to use and extend System V Release 4. Novell transferred ownership of the Unix trademark to The Open Group. 


System V Release 5 was developed in 1997 by the Santa Cruz Operation (SCO) as a merger of SCO OpenServer (an SVR3-derivative) and UnixWare, with a focus on large-scale servers.: 23, 32  It was released as SCO UnixWare 7. SCO's successor, The SCO Group, also based SCO OpenServer 6 on SVR5, but the codebase is not used by any other major developer or reseller.


System V Release 6 was announced by SCO to be released by the end of 2004, but was apparently cancelled. It was supposed to support 64-bit systems. The industry has coalesced around The Open Group's Single UNIX Specification version 3 (UNIX 03). See also: Smallfoot


In the 1980s and 1990s, a variety of SVR4 versions of Unix were available commercially for the x86 PC platform. However, the market for commercial Unix on PCs declined after Linux and BSD became widely available. In late 1994, Eric S. Raymond discontinued his PC-clone UNIX Software Buyer's Guide on USENET, stating, ""The reason I am dropping this is that I run Linux now, and I no longer find the SVr4 market interesting or significant.""


In 1998, a confidential memo at Microsoft stated, ""Linux is on track to eventually own the x86 UNIX market"", and further predicted, ""I believe that Linux – moreso than NT – will be the biggest threat to SCO in the near future.""


An InfoWorld article from 2001 characterized SCO UnixWare as having a ""bleak outlook"" due to being ""trounced"" in the market by Linux and Solaris, and IDC predicted that SCO would ""continue to see a shrinking share of the market"".


Project Monterey was started in 1998 to combine major features of existing commercial Unix platforms, as a joint project of Compaq, IBM, Intel, SCO, and Sequent Computer Systems. The target platform was meant to be Intel's new IA-64 architecture and Itanium line of processors. However, the project was abruptly canceled in 2001 after little progress.


By 2001, several major Unix variants such as SCO UnixWare, Compaq Tru64 UNIX, and SGI IRIX were all in decline. The three major Unix versions doing well in the market were IBM AIX, Hewlett-Packard's HP-UX, and Sun's Solaris.


In 2006, when SGI declared bankruptcy, analysts questioned whether Linux would replace proprietary Unix altogether. In a 2006 article written for Computerworld by Mark Hall, the economics of Linux were cited as a major factor driving the migration from Unix to Linux:


Linux's success in high-end, scientific and technical computing, like Unix's before it, preceded its success in your data center. Once Linux proved itself by executing the most complex calculations possible, IT managers quickly grasped that it could easily serve Web pages and run payroll. Naturally, it helps to be lucky: Free, downloadable Linux's star began to rise during one of the longest downturns in IT history. With companies doing more with less, one thing they could dump was Unix.

The article also cites trends in high-performance computing applications as evidence of a dramatic shift from Unix to Linux:


A look at the Top500 list of supercomputers tells the tale best. In 1998, Unix machines from Sun and SGI combined for 46% of the 500 fastest computers in the world. Linux accounted for one (0.2%). In 2005, Sun had 0.8% — or four systems — and SGI had 3.6%, while 72% of the Top500 ran Linux.

In a November 2015 survey of the top 500 supercomputers, Unix was used by only 1.2% (all running IBM AIX), while Linux was used by 98.8%; the same survey in November 2017 reports 100% of them using Linux.


System V derivatives continued to be deployed on some proprietary server platforms. The principal variants of System V that remain in commercial use are AIX (IBM), Solaris (Oracle), and HP-UX (HP). According to a study done by IDC, in 2012 the worldwide Unix market was divided between IBM (56%), Oracle (19.2%), and HP (18.6%). No other commercial Unix vendor had more than 2% of the market. Industry analysts generally characterize proprietary Unix as having entered a period of slow but permanent decline.


OpenSolaris and its derivatives are the only SVR4 descendants that are open-source software. 
Core system software continues to be developed as illumos used in illumos distributions such as SmartOS, Omniosce, OpenIndiana and others.


The System V interprocess communication mechanisms are available in Unix-like operating systems not derived from System V; in particular, in Linux (a reimplementation of Unix) as well as the BSD derivative FreeBSD. POSIX 2008 specifies a replacement for these interfaces.


FreeBSD maintains a binary compatibility layer for the COFF format, which allows FreeBSD to execute binaries compiled for some SVR3.2 derivatives such as SCO UNIX and Interactive UNIX. Modern System V, Linux, and BSD platforms use the ELF file format for natively compiled binaries.",32,15 April 2004, 2 July 2021,504,0,0
14907899,Rachel Avery,https://en.wikipedia.org/wiki/Rachel_Avery,https://en.wikipedia.org/w/index.php?title=Rachel_Avery&action=info,"Rachel Avery is an American film and television actress known for appearances in Scrubs, HBO's Big Love and more recently Ben Stiller's Tropic Thunder.


Avery was born in Chicago, Illinois. She graduated from the UCLA School of Theater, Film and Television and currently resides in Los Angeles, California.





This article about an American film and television actor is a stub. You can help Wikipedia by expanding it.",0,27 December 2007, 8 July 2020,45,0,0
