Trim_ID,Make,Model,Year,Style,Trim,Body_style,Description,Rating,Origin,URL,Image,Price,Drivetrain,Engine,Engine_size_liters,Max_horsepower,Max_torque,Transmission_type,Transmission_gears,MPG_highway,MPG_combined,Fuel_capacity_gallons,Length_inches,Width_inches,Height_inches,Same_size_wheels,Seating_capacity,Curb_weight_pounds,Sentiment_overall,Sentiment_negative,Sentiment_neutral,Sentiment_positive,Dominant_color
422159,Alfa Romeo,Giulia Quadrifoglio,2022,Alfa Romeo Giulia Quadrifoglio,Giulia Quadrifoglio RWD,sedan,"Despite sharing its chassis, styling, and cabin with the regular Giulia, the 2022 Alfa Romeo Giulia Quadrifoglio is a unique beast thanks to its twin-turbo V-6.",9.0,foreign,https://www.caranddriver.com/alfa-romeo/giulia-quadrifoglio/specs/2022/alfa-romeo_giulia-quadrifoglio_alfa-romeo-giulia-quadrifoglio_2022/422159,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_giulia-quadrifoglio_alfa-romeo-giulia-quadrifoglio_2022-1636384611356.jpg,80755.0,Rear Wheel Drive,Twin Turbo Premium Unleaded V-6,2.9,505.0,443.0,Automatic,8.0,25.0,20.0,15.3,182.5,73.7,56.1,False,5,3806.0,0.1451,0.083,0.815,0.103,brown
422128,Alfa Romeo,Stelvio,2022,Alfa Romeo Stelvio,Stelvio Sprint AWD,suv,"The Alfa Romeo Stelvio isn't as comprehensively practical or as luxurious as the segment's best, but its pretty design and driving verve deserve kudos.",7.5,foreign,https://www.caranddriver.com/alfa-romeo/stelvio/specs/2022/alfa-romeo_stelvio_alfa-romeo-stelvio_2022/422128,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_stelvio_alfa-romeo-stelvio_2022-1637075242102.jpg,48645.0,All Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,280.0,306.0,Automatic,8.0,28.0,24.0,16.9,184.6,74.9,66.0,True,5,4007.0,0.9072,0.0,0.649,0.351,dimgray
422131,Alfa Romeo,Stelvio Quadrifoglio,2022,Alfa Romeo Stelvio Quadrifoglio,Stelvio Quadrifoglio AWD,suv,The Alfa Romeo Stelvio Quadrifoglio is a high-riding crossover with a melodic 505-hp twin-turbo V-6 that somehow drives like a sports sedan.,9.0,foreign,https://www.caranddriver.com/alfa-romeo/stelvio-quadrifoglio/specs/2022/alfa-romeo_stelvio-quadrifoglio_alfa-romeo-stelvio-quadrifoglio_2022/422131,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_stelvio-quadrifoglio_alfa-romeo-stelvio-quadrifoglio_2022-1624892895999.jpg,86575.0,All Wheel Drive,Twin Turbo Premium Unleaded V-6,2.9,505.0,443.0,Automatic,8.0,23.0,19.0,16.9,185.1,77.0,66.3,False,5,4313.0,0.3612,0.0,0.878,0.122,black
408055,Alfa Romeo,4C,2020,Alfa Romeo 4C Spider,4C Spider Spider,convertible,"Despite its shoddy interior and fussy convertible top, the Alfa Romeo 4C is one of only a handful of modern, affordable cars that make every trip feel truly special.",6.5,foreign,https://www.caranddriver.com/alfa-romeo/4c/specs/2020/alfa-romeo_4c_alfa-romeo-4c-spider_2020/408055,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_4c_alfa-romeo-4c-spider_2020-1574181331401.jpg,68745.0,Rear Wheel Drive,Intercooled Turbo Premium Unleaded I-4,1.7,237.0,258.0,Auto-Shift Manual,6.0,34.0,28.0,10.6,157.0,73.5,46.6,False,2,2487.0,0.7506,0.0,0.772,0.228,khaki
424592,Aston Martin,DB11,2022,Aston Martin DB11,DB11 V8 Coupe,coupe,The Aston Martin DB11 delivers the looks and sportiness expected of high-dollar grand tourers and offers a convertible top or a V-12.,8.5,unknown,https://www.caranddriver.com/aston-martin/db11/specs/2022/aston-martin_db11_aston-martin-db11_2022/424592,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/aston-martin_db11_aston-martin-db11_2022-1628183020549.jpg,208425.0,Rear Wheel Drive,Twin Turbo Premium Unleaded V-8,4.0,528.0,513.0,Automatic,8.0,24.0,20.0,20.5,186.6,76.7,50.8,False,4,3880.0,0.5859,0.0,0.789,0.211,darkgray
424391,Aston Martin,DBS,2022,Aston Martin DBS Coupe,DBS Superleggera Coupe,coupe,"Offered as either a hardtop coupe or a ragtop convertible Volante, the 2022 Aston Martin DBS is a luxury grand touring car with style to spare.",9.0,unknown,https://www.caranddriver.com/aston-martin/dbs/specs/2022/aston-martin_dbs_aston-martin-dbs_2022/424391,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/aston-martin_dbs_aston-martin-dbs_2022-1633466216421.jpg,319125.0,Rear Wheel Drive,Twin Turbo Premium Unleaded V-12,5.2,715.0,663.0,Automatic,8.0,22.0,17.0,20.5,185.5,77.5,50.4,False,4,4068.0,0.4588,0.0,0.88,0.12,black
424471,Aston Martin,DBX,2022,Aston Martin DBX,DBX AWD,suv,"The DBX is an Aston Martin for the SUV-loving crowd, boasting the brand's distinct styling and fun-to-drive character, albeit with a more practical bent.",8.0,unknown,https://www.caranddriver.com/aston-martin/dbx/specs/2022/aston-martin_dbx_aston-martin-dbx_2022/424471,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/aston-martin_dbx_aston-martin-dbx_2022-1629747496976.jpg,179986.0,All Wheel Drive,Twin Turbo Premium Unleaded V-8,4.0,542.0,516.0,Automatic,9.0,18.0,15.0,22.5,198.4,78.7,66.1,False,5,4940.0,0.0,0.0,1.0,0.0,black
390786,Aston Martin,Rapide,2017,Aston Martin Rapide S,Rapide S 4 Door,sedan,"While other four-doors are sober and serene, the sexy Rapide is flat-out berserk.",8.0,unknown,https://www.caranddriver.com/aston-martin/rapide/specs/2017/aston-martin_rapide-s_aston-martin-rapide-s_2017/390786,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8123.jpg,208825.0,Rear Wheel Drive,Premium Unleaded V-12,6.0,552.0,465.0,Automatic,8.0,21.0,17.0,23.9,197.6,75.9,53.5,False,4,4387.0,0.7506,0.0,0.632,0.368,dimgray
382486,Aston Martin,DB9 GT,2016,Aston Martin DB9 Volante,DB9 2dr Volante Auto,convertible,"The voluptuous and alluring DB9 GT is sure to get any driver's pulse racing, especially after hearing its trademark growl from under the hood.",9.0,unknown,https://www.caranddriver.com/aston-martin/db9-gt/specs/2016/aston-martin_db9-gt_aston-martin-db9-volante_2016/382486,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/7188.jpg,216075.0,Rear Wheel Drive,Premium Unleaded V-12,5.9,540.0,457.0,Automatic,6.0,19.0,15.0,20.6,185.5,74.0,50.0,False,4,4058.0,0.6289,0.0,0.811,0.189,lightsteelblue
352892,Aston Martin,Virage,2012,Aston Martin Virage,Virage 2dr Cpe,coupe,"Following a subtle nose job for the DB9 in 2011, a newly shaped coupe based on the same underpinnings arrives on the scene this year.",7.0,unknown,https://www.caranddriver.com/aston-martin/virage/specs/2012/aston-martin_virage_aston-martin-virage_2012/352892,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/4283.jpg,212110.0,Rear Wheel Drive,Gas V12,5.9,490.0,420.0,Automatic,6.0,18.0,15.0,21.1,185.8,75.0,50.4,False,4,3836.0,0.0,0.0,1.0,0.0,gray
423789,Audi,A3,2022,Audi A3 sedan,A3 Sedan Premium 40 TFSI,sedan,"Facing an onslaught of new rivals, the Audi A3 sedan has been restyled, re-engineered, and modernized for the 2022 model year.",8.0,foreign,https://www.caranddriver.com/audi/a3/specs/2022/audi_a3_audi-a3-sedan_2022/423789,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a3_audi-a3-sedan_2022-1631573413919.jpg,34945.0,Front Wheel Drive,Intercooled Turbo Gas/Electric I-4,2.0,201.0,221.0,Auto-Shift Manual,7.0,38.0,32.0,13.2,177.0,71.5,55.7,True,5,3329.0,0.0,0.0,1.0,0.0,darkslategray
421695,Audi,A4,2022,Audi A4,A4 Sedan Premium 40 TFSI quattro,sedan,"As a compact luxury sports sedan, the 2022 Audi A4 is easy to like and hard to fault since it is handsomely styled, well-built, and loaded with goodies.",7.5,foreign,https://www.caranddriver.com/audi/a4/specs/2022/audi_a4_audi-a4_2022/421695,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a4_audi-a4_2022-1631573686181.jpg,40945.0,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2.0,201.0,236.0,Auto-Shift Manual,7.0,34.0,29.0,15.3,187.5,72.7,56.2,True,5,3682.0,0.6369,0.119,0.64,0.241,darkslategray
421584,Audi,A4 Allroad,2022,Audi A4 Allroad,A4 allroad Premium 45 TFSI quattro,station wagon,"Audi doesn't sell the A4 Avant station wagon in the U.S. but we do get the 2022 A4 Allroad, which is a lifted version of it—and nearly as lovely.",7.5,foreign,https://www.caranddriver.com/audi/a4-allroad-quattro/specs/2022/audi_a4-allroad-quattro_audi-a4-allroad_2022/421584,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a4-allroad-quattro_audi-a4-allroad_2022-1631576455192.jpg,46545.0,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2.0,261.0,273.0,Auto-Shift Manual,7.0,30.0,26.0,15.3,187.5,72.7,58.8,True,5,3880.0,0.7351,0.0,0.839,0.161,midnightblue
421610,Audi,A5,2022,Audi A5 cabriolet,A5 Cabriolet Premium 45 TFSI quattro,convertible,"In the world of Audi, removing two doors from the A4 sedan increases the number to 5—as in, the 2022 A5 coupe and cabriolet.",7.5,foreign,https://www.caranddriver.com/audi/a5/specs/2022/audi_a5_audi-a5-cabriolet_2022/421610,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-audi-a5-coupe-101-1567777441.jpg,52845.0,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2.0,261.0,273.0,Auto-Shift Manual,7.0,31.0,26.0,15.3,184.9,72.7,54.5,True,4,4045.0,0.0772,0.0,0.947,0.053,gray
414285,Audi,A5 Sportback,2021,Audi A5 Sportback,A5 Sportback Premium 40 TFSI quattro,sedan,"Both sexy and practical, the 2022 Audi A5 Sportback blends the best of what we love about the A4 sedan and the A5 coupe.",8.5,foreign,https://www.caranddriver.com/audi/a5-sportback/specs/2021/audi_a5-sportback_audi-a5-sportback_2021/414285,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a5-sportback_audi-a5-sportback_2021-1591307732048.jpg,42845.0,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2.0,201.0,236.0,Auto-Shift Manual,7.0,34.0,28.0,15.3,187.2,72.6,54.6,True,5,3759.0,0.9153,0.0,0.64,0.36,firebrick
421664,Audi,A6,2022,Audi A6,A6 Premium Plus 45 TFSI quattro,sedan,"Comfortable, spacious, handsome, technology-rich, and well-equipped, the 2022 Audi A6 checks the critical boxes for a modern mid-size luxury car.",8.5,foreign,https://www.caranddriver.com/audi/a6/specs/2022/audi_a6_audi-a6_2022/421664,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a6_audi-a6_2022-1631577443249.jpg,60845.0,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2.0,261.0,273.0,Auto-Shift Manual,7.0,32.0,26.0,19.3,194.4,74.3,57.4,True,5,4101.0,0.6369,0.093,0.645,0.262,black
421670,Audi,A6 Allroad,2022,Audi A6 Allroad,A6 allroad 3.0 TFSI Premium Plus,station wagon,The 2022 Audi A6 Allroad is a handsomely styled luxury wagon with an adjustable air suspension for when adventures take a more rock-strewn path.,9.0,foreign,https://www.caranddriver.com/audi/a6-allroad/specs/2022/audi_a6-allroad_audi-a6-allroad_2022/421670,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a6-allroad_audi-a6-allroad_2022-1634687430361.jpg,67945.0,All Wheel Drive,Intercooled Turbo Gas/Electric V-6,3.0,335.0,369.0,Auto-Shift Manual,7.0,28.0,23.0,19.3,194.9,74.9,58.9,True,5,4486.0,0.6486,0.0,0.791,0.209,darkslategray
421701,Audi,A7,2022,Audi A7,A7 Premium Plus 55 TFSI quattro,sedan,"The Audi A7 is a hatchback that is as fashionable as it is functional, and its high-tech features and notable refinement further fulfill its luxury billing.",9.0,foreign,https://www.caranddriver.com/audi/a7/specs/2022/audi_a7_audi-a7_2022/421701,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a7_audi-a7_2022-1631573221256.jpg,75395.0,All Wheel Drive,Intercooled Turbo Gas/Electric V-6,3.0,335.0,369.0,Auto-Shift Manual,7.0,30.0,24.0,19.3,195.6,75.1,56.0,True,5,4332.0,0.4404,0.0,0.892,0.108,darkslategray
414143,Audi,A8,2021,Audi A8,A8 L 55 TFSI quattro,sedan,"Audi's most luxurious sedan, the 2022 A8, hides its high-dollar cabin behind a handsome, understated façade and rolls on a chassis that emphasizes a comfortable ride.",9.0,foreign,https://www.caranddriver.com/audi/a8/specs/2021/audi_a8_audi-a8_2021/414143,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a8_audi-a8_2021-1591307064131.jpg,87545.0,All Wheel Drive,Intercooled Turbo Gas/Electric V-6,3.0,335.0,369.0,Automatic,8.0,26.0,21.0,21.7,208.7,76.6,58.6,True,5,4773.0,0.7003,0.06,0.709,0.23,midnightblue
421580,Audi,Q3,2022,Audi Q3,Q3 S line Premium 45 TFSI quattro,suv,"If you took Audi's mid-size Q8 SUV and hit it with a shrink ray, it would turn into the frisky and maneuverable 2022 Q3.",8.5,foreign,https://www.caranddriver.com/audi/q3/specs/2022/audi_q3_audi-q3_2022/421580,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_q3_audi-q3_2022-1631577922243.jpg,39295.0,All Wheel Drive,Intercooled Turbo Regular Unleaded I-4,2.0,228.0,258.0,Automatic,8.0,28.0,24.0,15.9,176.6,72.8,62.9,True,5,3913.0,0.25,0.0,0.917,0.083,saddlebrown
421631,Audi,Q5 / Q5 Sportback,2022,Audi Q5 Sportback,Q5 Sportback S line Premium 45 TFSI quattro,suv,"For luxury SUV buyers who prioritize style and technology over all-out driving verve, the 2022 Audi Q5 and Q5 Sportback are handsome choices with plenty to like.",8.0,foreign,https://www.caranddriver.com/audi/q5/specs/2022/audi_q5_audi-q5-sportback_2022/421631,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_q5_audi-q5-sportback_2022-1634743731907.jpg,50995.0,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2.0,261.0,273.0,Auto-Shift Manual,7.0,28.0,25.0,18.5,184.6,74.5,65.4,True,5,4178.0,0.6908,0.0,0.814,0.186,darkslategray
414059,Audi,Q8,2021,Audi Q8,Q8 Premium 55 TFSI quattro,suv,The two-row Audi Q8 is a sporty and luxurious mid-size SUV positioned atop the company's SUV hierarchy above the more practical three-row Q7.,7.5,foreign,https://www.caranddriver.com/audi/q8/specs/2021/audi_q8_audi-q8_2021/414059,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_q8_audi-q8_2021-1591306806720.jpg,69295.0,All Wheel Drive,Intercooled Turbo Gas/Electric V-6,3.0,335.0,369.0,Automatic,8.0,23.0,20.0,22.5,196.6,78.5,67.2,True,5,4960.0,0.0,0.0,1.0,0.0,darkslategray
415253,Audi,RS Q8,2021,Audi RS Q8,RS Q8 4.0 TFSI quattro,suv,"Borrowing elements from the outrageous Lamborghini Urus, and with 591 horsepower under the hood, the 2022 Audi RS Q8 is the ultimate Audi SUV.",9.0,foreign,https://www.caranddriver.com/audi/rs-q8/specs/2021/audi_rs-q8_audi-rs-q8_2021/415253,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_rs-q8_audi-rs-q8_2021-1601930319922.jpg,115595.0,All Wheel Drive,Twin Turbo Premium Unleaded V-8,4.0,591.0,590.0,Automatic,8.0,19.0,15.0,22.5,197.3,78.7,66.7,True,5,5490.0,-0.4588,0.115,0.885,0.0,darkolivegreen
411504,Audi,RS3,2020,Audi RS3 sedan,RS 3 Sedan 2.5 TFSI,sedan,The new Audi RS3 is a high-performance compact luxury sedan that features chiseled styling and a unique five-cylinder engine that makes 401 horsepower.,8.0,foreign,https://www.caranddriver.com/audi/rs3/specs/2020/audi_rs3_audi-rs3-sedan_2020/411504,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_rs3_audi-rs3-sedan_2020-1575482644609.jpg,57195.0,All Wheel Drive,Intercooled Turbo Premium Unleaded I-5,2.5,394.0,354.0,Auto-Shift Manual,7.0,28.0,23.0,14.5,176.3,70.7,55.0,True,5,3593.0,0.0,0.0,1.0,0.0,maroon
418296,Audi,RS5,2021,Audi RS5 Coupe,RS 5 Coupe 2.9 TFSI quattro,coupe,"The two-door Audi RS5 isn't the mightiest or most immersive sports coupe, but it's still impressively quick and provides an undeniable sense of luxury.",8.0,foreign,https://www.caranddriver.com/audi/rs5/specs/2021/audi_rs5_audi-rs5-coupe_2021/418296,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-audi-rs5-coupe-101-1575990096.jpg,76145.0,All Wheel Drive,Twin Turbo Premium Unleaded V-6,2.9,444.0,442.0,Automatic,8.0,25.0,20.0,15.3,186.0,73.5,54.0,True,4,3990.0,0.6124,0.0,0.852,0.148,darkcyan
418297,Audi,RS5 Sportback,2021,Audi RS5 Sportback,RS 5 Sportback 2.9 TFSI quattro,coupe,"The Audi RS5 Sportback packs a bigger back seat and cargo area than its coupe counterpart, but they share a ferocious engine and fierce styling.",8.0,foreign,https://www.caranddriver.com/audi/rs5-sportback/specs/2021/audi_rs5-sportback_audi-rs5-sportback_2021/418297,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_rs5-sportback_audi-rs5-sportback_2021-1606153767724.jpg,76445.0,All Wheel Drive,Twin Turbo Premium Unleaded V-6,2.9,444.0,442.0,Automatic,8.0,25.0,21.0,15.3,188.3,73.5,55.1,True,5,4057.0,0.296,0.063,0.827,0.11,darkslategray
413545,Audi,RS6 Avant,2021,Audi RS6 Avant,RS 6 Avant 4.0 TFSI quattro,station wagon,The Audi RS6 Avant seeks to win over the anti-wagon crowd with its exaggerated styling and stonking 591-hp twin-turbo V-8.,8.5,foreign,https://www.caranddriver.com/audi/rs6-avant/specs/2021/audi_rs6-avant_audi-rs6-avant_2021/413545,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_rs6-avant_audi-rs6-avant_2021-1583936135153.jpg,110045.0,All Wheel Drive,Twin Turbo Gas/Electric V-8,4.0,591.0,590.0,Automatic,8.0,22.0,17.0,19.3,196.7,76.8,58.6,True,5,4960.0,0.5267,0.06,0.776,0.164,midnightblue
413615,Audi,RS7,2021,Audi RS7 Sportback,RS 7 4.0 TFSI quattro,sedan,"The Audi RS7 reserves the right to be called one of the hottest hatches on the planet thanks to its assertive styling, 591-hp V-8, and lively handling.",8.5,foreign,https://www.caranddriver.com/audi/rs7/specs/2021/audi_rs7_audi-rs7-sportback_2021/413615,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_rs7_audi-rs7-sportback_2021-1594057512692.jpg,115045.0,All Wheel Drive,Twin Turbo Gas/Electric V-8,4.0,591.0,590.0,Automatic,8.0,22.0,17.0,19.3,197.2,76.8,56.1,True,5,4938.0,0.7003,0.0,0.812,0.188,firebrick
